candidatura,abs,rel,emp,alc_perc,votos,votos_perc,concej,conc2007,votos2007,vot_perc2007,cand2007
PP,1.0,,,100.0,16820.0,53.93,15.0,15.0,16102.0,55.96,PP
CpM,,,,0.0,7391.0,23.70,6.0,5.0,6245.0,21.71,CPM
PSOE,,,,0.0,2661.0,8.53,2.0,5.0,5246.0,18.23,PSOE
PPL,,,,0.0,2128.0,6.82,2.0,,,,
UPyD,,,,0.0,664.0,2.13,,,,,
PDM,,,,0.0,527.0,1.69,,,,,
PMV,,,,0.0,504.0,1.62,,,,,
AES,,,,0.0,57.0,0.18,,,,,
FE,,,,0.0,56.0,0.18,,,,,
