1087,CIV,0
1088,IPAE,0
1089,PVISCM,0
1090,HK,0
1091,GDZ,0
1092,UNIEN,0
1093,PIMAZAGON,0
1094,PxCat,0
1095,MILLOR,0
1096,ZEGAMALANTZEN,0
1097,PDSC,0
1098,PCAL,0
1099,CIB,0
1100,CIA,0
1101,CIVES,0
1102,AESANESTEBAN,0
1103,AMA-Morón,0
1104,CIN,0
1105,CIL,0
1106,AEIS,0
1107,CPLC,0
1108,CIP,0
1109,AESR,0
1110,AICRESPOS-CHAHERRERO-PASCUALGRANDE,0
1111,AESP,0
1112,PIDECO,0
1113,ZURIAIN-ANUE,0
1114,VHA,0
1115,VISL,0
1116,PCAS,0
1117,SAUR,0
1118,HA,0
1119,InMoraña,0
1120,MPM,0
1121,INDEPENDIENTESGALINDOYPERAHUY-LARAD,0
1122,UCOR,0
1123,GIPMTM,0
1124,PIDSS,0
1125,TU,0
1126,PLATAFORMA,0
1127,USi,0
1128,FpJ,0
1129,GLITC,0
1130,ALSO,0
1131,AISANTOVENIADELAVALDONCINA,0
1132,CCxA,0
1133,APSFU,0
1134,UIDM,0
1135,TB,0
1136,ZUIAKBATZEINGAITU-ZUIANOSUNE,0
1137,TA,0
1138,UM10,0
1139,AC,0
1140,AB,0
1141,AE,0
1142,AD,0
1143,UIdP,0
1144,AIFALCESINA,0
1145,AI,0
1146,ICB,0
1147,PIREE,0
1148,AM,0
1149,IR-VERDES,0
1150,ULT,0
1151,UYD,0
1152,GdC,0
1153,AVCAMARGO,0
1154,AT,0
1155,UNIDADDELPUEBLO,0
1156,PLAA,0
1157,rxR,0
1158,CAME,0
1159,CCCi,0
1160,ICT,0
1161,ASHL,0
1162,UTPS,0
1163,icm,0
1164,ADIA,0
1165,INDI,0
1166,DTIAIA,0
1167,ICxP,0
1168,JPT,0
1169,CICAN,0
1170,AIMAS,0
1171,EZKIO-ITSASOKOAK,0
1172,AM@,0
1173,UDDO,0
1174,PMV,0
1175,CPER,0
1176,AEICASATEJADA,0
1177,ENTESA,0
